Sl.,Grade,Subject,Chapter No.,Chapter,Section Number,Section,Question,Option A,Option B,Option C,Option D,Correct Option,Difficulty
16,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 16),0,1,7,9,C,1
17,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 17),0,1,7,9,C,1
18,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 18),0,1,7,9,C,1
19,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 19),0,1,7,9,C,1
2,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 2),0,1,7,9,C,1
20,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 20),0,1,7,9,C,1
3,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 3),0,1,7,9,C,1
4,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 4),0,1,7,9,C,1
5,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 5),0,1,7,9,C,1
6,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 6),0,1,7,9,C,1
7,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 7),0,1,7,9,C,1
8,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 8),0,1,7,9,C,1
9,8,Mathematics,1,A Square and A Cube,1.1,Core Concepts and Definitions,Which of the following ending digits indicates that an integer CANNOT be a perfect square? (Concept 9),0,1,7,9,C,1
77,9,Science,9,Atomic Foundations of Matter,,Laws of Chemical Combination and Dalton's Theory,Which of the following experimental observations directly demonstrates the Law of Conservation of Mass?,The total mass of reactants before mixing is exactly equal to the total mass of the products formed after the chemical reaction in a sealed flask.,Alpha particles bouncing back from a thin gold foil.,Water always contains hydrogen and oxygen in a 1:8 mass ratio.,Salt dissolving in water causes the temperature to drop.,A,2
2,9,Social,1,Understanding Social Science,,What is Social Science?,Which of the following fields of knowledge focuses specifically on the study of human society and relationships?,Chemistry,Social Science,Astronomy,Cellular Biology,B,1
106,9,Social,3,Atmosphere and Climate,,Climate Change and Carbon Footprint,Which of the following household choices would be most effective in directly reducing an individual's daily carbon footprint?,Replacing LED bulbs with high-power incandescent bulbs,"Using public transport, cycling, or walking instead of personal petrol cars",Increasing the consumption of single-use plastic packaging materials,Keeping all electrical appliances on standby mode throughout the day,B,3
16,7,Mathematics,1,1.1 Geometric Twins,1,Mathematics Concepts,Which of the following is a {type}?,The relationship is inverse,The theorem does not apply,It follows the theorem,Neither is correct,C,1
254,9,Social,7,Elections,,Regulations and Electoral Integrity,Which of the following is a direct violation of the Model Code of Conduct during an election campaign?,Using online portals to register first-time young voters,"Announcing major financial grants, projects, or welfare policies by the ruling government after election dates are declared",Organizing peaceful public meetings after obtaining police permission,Distributing pamphlets detailing the party's official policy manifesto,B,2
87,9,Science,9,Atomic Foundations of Matter,,Laws of Chemical Combination and Dalton's Theory,Which of the following is a key postulate of John Dalton's Atomic Theory?,"All matter is made of very tiny particles called atoms, which are indivisible and cannot be created or destroyed.",Atoms are made of a positive sphere with embedded electrons.,Electrons revolve around the nucleus in circular shells of fixed energy.,Elements are classified into five kingdoms based on cell type.,A,2
72,9,Social,2,Shaping of the Earth’s Surface,,External Forces and Landforms,Which of the following is a landform primarily formed by the deposition of river sediment at its mouth?,A canyon,A delta,A tectonic plate,A meander,B,1
302,6,Science,4,Exploring Magnets,4.1,4.1 Magnetic and Non-magnetic Materials,Which of the following is a magnetic material?,Rubber,Iron,Wood,Plastic,B,1
122,9,Social,4,Early Humans and Beginning of Civilisation,,Sindhu-Sarasvati Civilisation,Which of the following is a prominent archaeological source of the Sindhu-Sarasvati Civilisation?,The Samaveda manuscript,Deciphered papyrus scrolls,Terracotta figurines and stone seals,Brahmi pillar inscriptions,C,1
702,6,Science,8,A Journey through States of Water,8.1,Investigating Water's Disappearing Act,Which of the following is an everyday example of evaporation?,Steam turning into water drops,Water freezing in a tray,Wet clothes drying on a line,Ice melting in a glass,C,1
901,6,Science,10,Living Creatures: Exploring their Characteristics,10.1,What Sets the Living Apart from the Non-living?,Which of the following is an example of a living thing?,Chair,Pigeon,Pencil,Car,B,1
722,6,Social,8,"Unity in Diversity, or 'Many in the One'",2,Food for All,Which of the following is an example of a millet mentioned in the chapter?,Ragi (finger millet),Chickpea,Barley,Wheat,A,1
627,7,Mathematics,1,7.1 Find the Unknowns,1,Mathematics Concepts,Which of the following is an example of Area?,The relationship is inverse,It decreases,It is equal,The property does not apply,C,1
125,7,Mathematics,1,2.1 A Quick Recap of Integers,1,Mathematics Concepts,Which of the following is an example of Arithmetic?,The theorem does not apply,It is not equal,Cannot be determined,Yes,D,1
74,7,Mathematics,1,1.1 Geometric Twins,1,Mathematics Concepts,Which of the following is an example of Circle?,The relationship is direct,It depends on the context,It decreases,The relationship is inverse,A,1
358,7,Mathematics,1,4.1 A Quick Recap of Decimals,1,Mathematics Concepts,Which of the following is an example of Decimal?,It is not equal,They are different,The relationship is inverse,Both are correct,D,1
17,7,Mathematics,1,1.1 A Lakh Varieties!,1,Mathematics Concepts,Which of the following is an example of Expression?,The relationship is direct,Cannot be determined,The property does not apply,It decreases,A,1
266,7,Mathematics,1,3.1 The Greatest of All,1,Mathematics Concepts,Which of the following is an example of Fraction?,The relationship is inverse,Cannot be determined,The property does not apply,Both are correct,D,1
284,7,Mathematics,1,3.1 The Need for Smaller Units,1,Mathematics Concepts,Which of the following is an example of Integer?,It is equal,The property does not apply,The relationship is inverse,They are different,A,1
58,7,Mathematics,1,1.1 Geometric Twins,1,Mathematics Concepts,Which of the following is an example of Mean?,The relationship is inverse,Both are correct,No,The property does not apply,B,1
313,7,Mathematics,1,4.1 A Quick Recap of Decimals,1,Mathematics Concepts,Which of the following is an example of Perimeter?,They are different,No,The relationship is direct,The relationship is inverse,C,1
43,7,Mathematics,1,1.1 A Lakh Varieties!,1,Mathematics Concepts,Which of the following is an example of Ratio?,It follows the theorem,It depends on the context,Cannot be determined,It decreases,A,1
435,7,Mathematics,1,5.1 Across the Line,1,Mathematics Concepts,Which of the following is an example of Surface?,Both are correct,It decreases,The theorem does not apply,They are different,A,1
142,9,Social,5,State and Society up to 1000 CE,,Early Vedic Society and Polity,Which of the following is considered the earliest corpus of Indian literature?,The Samaveda,The Rigveda,The Arthashastra,The Tirukkural,B,1
721,6,Social,8,"Unity in Diversity, or 'Many in the One'",2,Food for All,Which of the following is described in the chapter as a 'staple grain'?,Rice,Cardamom,Ginger,Turmeric,A,1
342,6,Social,4,Timeline and Sources of History,3,What Are the Sources of History?,Which of the following is described in the chapter as an archaeological source of history?,Folklore,Travelogues,Coins,Newspapers,C,1
1015,6,Science,11,Nature’s Treasures,11.2,Water,Which of the following is given in the chapter as a source of freshwater?,Rivers,Oceans,Seas,Salt lakes,A,1
884,6,Social,9,Family and Community,5,Types and Diversity of Communities,"Which of the following is given in the chapter as an example of a community based on religion, region, work or interest?",A type of grain,The solar system,Mumbai's Parsi community,A mathematical equation,C,1
502,6,Science,6,Materials Around Us,6.1,Observing Objects Around Us,Which of the following is given in the chapter as an example of a material?,Shadow,Sound,Wood,Sunlight,C,1
1078,6,Science,11,Nature’s Treasures,11.7,Natural Resources: Renewable and Non-renewable,Which of the following is given in the chapter as an example of a renewable natural resource?,Coal,Petroleum,Minerals,Air,D,1
1170,6,Social,12,Grassroots Democracy - Part 3: Local Government in Urban Areas,5,Services of Urban Local Bodies: The Indore Example and Funding,Which of the following is listed as a service under the Indore Municipal Corporation in the chapter?,Foreign policy,Water charges,Currency printing,National defence,B,1
1135,6,Social,12,Grassroots Democracy - Part 3: Local Government in Urban Areas,3,Functions of Urban Local Bodies and Citizens' Duties,Which of the following is listed in the chapter as a function of urban local bodies?,Running the national railways,Garbage collection and disposal,Printing school textbooks,Conducting national elections for Parliament,B,1
1120,6,Social,12,Grassroots Democracy - Part 3: Local Government in Urban Areas,2,Urban Local Bodies and Decentralisation,Which of the following is listed in the chapter as an activity carried out by ward committees?,Appointing state governors,Conducting health camps,Printing national currency,Declaring national holidays,B,1
502,6,Social,6,The Beginnings of Indian Civilisation,1,What Is a Civilisation?,Which of the following is listed in the chapter as one of the essential characteristics of a civilisation?,A royal palace,A national flag,Some form of government and administration,A large population,C,1
105,9,Social,3,Atmosphere and Climate,,Climate Change and Carbon Footprint,Which of the following is listed in the textbook as an effective way for individuals to reduce their carbon footprint?,Increasing the consumption of single-use plastic goods,"Saving energy, using renewable energy sources, planting trees, and adopting eco-friendly lifestyles",Leaving household electrical appliances on standby mode throughout the day,Maximizing the use of private fossil-fuel-powered personal vehicles,B,3
13,9,Social,1,Understanding Social Science,,Social Science in Everyday Life,Which of the following is NOT listed in Chapter 1 as a system that our simplest daily activities rely upon?,Systems of economic production,Social cooperation and the natural environment,Systems of formal governance,Technological interplanetary travel networks,D,2
61,9,Social,2,Shaping of the Earth’s Surface,,Plate Tectonics,Which of the following is NOT listed in the textbook as one of the major tectonic plates of the world?,The Pacific Plate,The Indo-Australian Plate,The Atlantic Ocean Plate,The African Plate,C,1
3,6,Social,1,Locating Places on the Earth,1,"Maps: Meaning, Types and Scale",Which of the following is one of the three important components of maps mentioned in the chapter?,Population,Language,Symbol,Colour,C,1
805,6,Science,9,Methods of Separation in Everyday Life,1,Handpicking,Which of the following is the best example of separation by handpicking?,Separating husk from grain using wind,Picking small stones out of a bowl of wheat grains,Separating butter from curd,Removing dissolved salt from water by heating,B,2
54,9,Social,2,Shaping of the Earth’s Surface,,Earth's Interior,Which of the following layers of the Earth is semi-molten and allows the tectonic plates above it to move?,The continental crust,The asthenosphere,The inner core,The upper lithosphere,B,2
560,6,Science,6,Materials Around Us,6.3.4,Solubility of Materials in Water,Which of the following materials is described in the chapter as insoluble in water?,Oxygen gas,Sand,Salt,Sugar,B,1
